restaurantRating,restaurantName,restaurantAddress,restaurantCuisine,restaurantContact,restaurantBusinessHours,restaurantPricing,isHalal
4.3,"Grand Lebanon Restaurant, Batu Ferringhi","110-1A & 1B, Jalan Batu Ferringhi, Kampung Batu Feringgi, 11100 Batu Ferringhi, Pulau Pinang",Middle Eastern ,04-881 3228,"{'Friday': '12 to 11 pm', 'Saturday': '12 to 11 pm', 'Sunday': '12 to 11 pm', 'Monday': '12 to 11 pm', 'Tuesday': '12 to 11 pm', 'Wednesday': '12 to 11 pm', 'Thursday': '12 to 11 pm'}",3,Yes
4.3,Hassan Briyani House,"196, Jalan Transfer, George Town, 10050 George Town, Pulau Pinang",Middle Eastern ,016-448 9060,"{'Friday': '10 am to 11 pm', 'Saturday': '10 am to 11 pm', 'Sunday': '10 am to 11 pm', 'Monday': '10 am to 11 pm', 'Tuesday': '10 am to 11 pm', 'Wednesday': '10 am to 11 pm', 'Thursday': '10 am to 11 pm'}",1,Yes
4.8,Al Rawsha Restaurant Penang,"4d, Jalan Pantai Molek, Kampung Raya Baharu, 10250 George Town, Pulau Pinang",Middle Eastern ,04-893 5566,"{'Friday': '12 pm to 12 am', 'Saturday': '12 pm to 12 am', 'Sunday': '12 pm to 12 am', 'Monday': '12 pm to 12 am', 'Tuesday': '12 pm to 12 am', 'Wednesday': '12 pm to 12 am', 'Thursday': '12 pm to 12 am'}",2,Yes
4.5,nasi arab - Syawins Jiddan,"97-1-7, The Palazzia, Persiaran Bukit Gambir, 11700 Gelugor, Pulau Pinang",Middle Eastern ,012-672 5251,"{'Friday': '12 to 10 pm', 'Saturday': '12 to 10 pm', 'Sunday': '12 to 10 pm', 'Monday': 'Closed', 'Tuesday': '12 to 10 pm', 'Wednesday': '12 to 10 pm', 'Thursday': '12 to 10 pm'}",2,Yes
4.3,Istanbul Cuisine Penang,"20-G, Jalan Tengah, Bandar Bayan Baru, 11900 Bayan Lepas, Pulau Pinang",Middle Eastern ,018-249 8464,"{'Friday': '10 am to 11 pm', 'Saturday': '10 am to 11 pm', 'Sunday': '10 am to 11 pm', 'Monday': '10 am to 11 pm', 'Tuesday': '10 am to 11 pm', 'Wednesday': '10 am to 11 pm', 'Thursday': '10 am to 11 pm'}",2,Yes
4.7,Vegan Falafel penang,"363, Chulia St, Georgetown, 10200 George Town, Penang",Middle Eastern ,011-1281 6757,"{'Friday': '12 pm to 2 am', 'Saturday': '12 pm to 2 am', 'Sunday': '12 pm to 2 am', 'Monday': '12 pm to 2 am', 'Tuesday': '12 pm to 2 am', 'Wednesday': '12 pm to 2 am', 'Thursday': '12 pm to 2 am'}",1,No
4.2,Auntie Gaik Lean's Old School Eatery,"1, Bishop St, Georgetown, 10200 George Town, Penang",Nyonya ,017-434 4398,"{'Friday': '12 to 2:30 pm, 6 to 9:30 pm', 'Saturday': '12 to 2:30 pm, 6 to 9:30 pm', 'Sunday': '12 to 2:30 pm, 6 to 9:30 pm', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '12 to 2:30 pm, 6 to 9:30 pm', 'Thursday': '12 to 2:30 pm, 6 to 9:30 pm'}",2,Yes
4.2,Nyonya Breeze Desire,"3A-1-7, Straits Quay, Jalan Seri Tg Pinang, 10470 Tanjung Tokong, Pulau Pinang",Nyonya ,04-899 9058,"{'Friday': '11:30 am to 2:30 pm, 5:30 to 9 pm', 'Saturday': '11:30 am to 2:30 pm, 5:30 to 9 pm', 'Sunday': '11:30 am to 2:30 pm, 5:30 to 9 pm', 'Monday': '11:30 am to 2:30 pm, 5:30 to 9 pm', 'Tuesday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Wednesday': '11:30 am to 2:30 pm, 5:30 to 9 pm', 'Thursday': '11:30 am to 2:30 pm, 5:30 to 8:30 pm'}",2,No
4.1,Flower Mulan Nyonya Cafe,"266 & 268, Jalan Burma, Pulau Tikus, 10350 George Town, Pulau Pinang",Nyonya ,012-472 3671,"{'Friday': '11:30 am to 10:30 pm', 'Saturday': '11:30 am to 10:30 pm', 'Sunday': '11:30 am to 10:30 pm', 'Monday': '11:30 am to 10:30 pm', 'Tuesday': '11:30 am to 10:30 pm', 'Wednesday': 'Closed', 'Thursday': '11:30 am to 10:30 pm'}",2,No
4.3,Bibik's Kitchen Nyonya Cuisine,"73, Jalan Sri Bahari, George Town, 10050 George Town, Pulau Pinang",Nyonya ,012-669 7488,"{'Friday': '11:30 am to 3 pm, 6 to 9 pm', 'Saturday': '11:30 am to 3 pm, 6 to 9 pm', 'Sunday': '11:30 am to 3 pm, 6 to 9 pm', 'Monday': 'Closed', 'Tuesday': '11:30 am to 3 pm, 6 to 9 pm', 'Wednesday': '11:30 am to 3 pm, 6 to 9 pm', 'Thursday': '11:30 am to 3 pm, 6 to 9 pm'}",2,No
4.4,Winn's Cafe,"38, Jalan Cantonment, Pulau Tikus, 10350 George Town, Pulau Pinang",Nyonya ,019-451 1631,"{'Friday': '11 am to 3 pm, 6 to 10 pm', 'Saturday': '11 am to 3 pm, 6 to 10 pm', 'Sunday': 'Closed', 'Monday': '11 am to 3 pm, 6 to 10 pm', 'Tuesday': '11 am to 3 pm, 6 to 10 pm', 'Wednesday': '11 am to 3 pm, 6 to 10 pm', 'Thursday': '11 am to 3 pm, 6 to 10 pm'}",2,No
4.3,Ivys Nyonya Cuisine,"100,102, 104, Jalan Kedah, George Town, 10050 George Town, Pulau Pinang",Nyonya ,013-433 7878,"{'Friday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Saturday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Sunday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Monday': 'Closed', 'Tuesday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Wednesday': '11:30 am to 3 pm, 5:30 to 9 pm', 'Thursday': '11:30 am to 3 pm, 5:30 to 9 pm'}",2,No
4.6,Jason Nyonya House,"27, Lebuh Bishop, George Town, 10200 George Town, Pulau Pinang",Nyonya ,018-356 0515,"{'Friday': '11 am to 2:30 pm, 6 to 9:30 pm', 'Saturday': '11 am to 2:30 pm, 6 to 9:30 pm', 'Sunday': '11 am to 2:30 pm, 6 to 9:30 pm', 'Monday': '11 am to 2:30 pm, 6 to 9:30 pm', 'Tuesday': '11 am to 2:30 pm, 6 to 9:30 pm', 'Wednesday': 'Closed', 'Thursday': '11 am to 2:30 pm, 6 to 9:30 pm'}",2,No
4.1,Nyonya Willow ,"Arena Curve, 72-1-3, Jalan Mahsuri, Bandar Sunway Tunas, 11900 Bayan Lepas, Pulau Pinang",Nyonya ,012-773 7573,"{'Friday': '11:45 am to 2 pm, 6 to 9 pm', 'Saturday': '11:45 am to 2 pm, 6 to 9 pm', 'Sunday': '11:45 am to 2 pm, 6 to 9 pm', 'Monday': 'Closed', 'Tuesday': '11:45 am to 2 pm, 6 to 9 pm', 'Wednesday': '11:45 am to 2 pm, 6 to 9 pm', 'Thursday': '11:45 am to 2 pm, 6 to 9 pm'}",2,No
4.3,LotusS Nyonya Kitchen,"48, Jalan Burma, 10050 George Town, Pulau Pinang",Nyonya ,016-422 7377,"{'Friday': '11:30 am to 10:30 pm', 'Saturday': '11:30 am to 10:30 pm', 'Sunday': '11:30 am to 10:30 pm', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '11:30 am to 10:30 pm', 'Thursday': '11:30 am to 10:30 pm'}",2,No
4,Moh Teng Pheow Nyonya Koay,"Lebuh Chulia, Jalan Masjid, 10200 George Town, Pulau Pinang",Nyonya ,012-415 2677,"{'Friday': '10 am to 5 pm', 'Saturday': '10 am to 5 pm', 'Sunday': '10 am to 5 pm', 'Monday': '10 am to 5 pm', 'Tuesday': '10 am to 5 pm', 'Wednesday': '10 am to 5 pm', 'Thursday': '10 am to 5 pm'}",1,No
4.5,Li Er Cafe Nyonya Kuih,"349, Jalan Burma, George Town, 10350 George Town, Pulau Pinang",Nyonya ,012-951 3757,"{'Friday': '7:30 am to 4 pm', 'Saturday': '7:30 am to 4 pm', 'Sunday': '7:30 am to 4 pm', 'Monday': '7:30 am to 4 pm', 'Tuesday': '7:30 am to 4 pm', 'Wednesday': '7:30 am to 4 pm', 'Thursday': 'Closed'}",1,No
4.4,Auntie May Nyonya Kopitiam,"No.1-1-10, Elit Avenue, Lintang Mayang Pasir 3, Elite Height, 11950 Bayan Lepas, Pulau Pinang",Nyonya ,016-412 7218,"{'Friday': '11 am to 9 pm', 'Saturday': '11 am to 9 pm', 'Sunday': '11 am to 9 pm', 'Monday': '11 am to 9 pm', 'Tuesday': '11 am to 9 pm', 'Wednesday': '11 am to 9 pm', 'Thursday': '11 am to 9 pm'}",2,No
4.5,Anna Kitchen,"56-W, Jalan Jelutong, Jelutong, 11600 George Town, Pulau Pinang",Vietnamese ,012-460 9896,"{'Friday': '10 am to 10 pm', 'Saturday': '10 am to 10 pm', 'Sunday': '10 am to 10 pm', 'Monday': '10 am to 10 pm', 'Tuesday': '10 am to 10 pm', 'Wednesday': '10 am to 10 pm', 'Thursday': '10 am to 10 pm'}",2,No
4.2,Amex casual tex-mex dining,"Elit Avenue, 1-1-21, Jalan Mayang Pasir 3 Bayan Lepas, 11950 Penang, Pulau Pinang",Mexican ,016-480 3778,"{'Friday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Saturday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Sunday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Monday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Tuesday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Wednesday': '11 am to 2:30 pm, 5:30 to 9:30 pm', 'Thursday': '11 am to 2:30 pm, 5:30 to 9:30 pm'}",2,No
3.7,Hai Jia Seafood Restaurant,"7135, Lintang Permatang Damar Laut, Rumah Murah Fasa 2, 11960 Batu Maung, Pulau Pinang",Chinese ,016-481 4848,"{'Friday': '11 am to 3 pm, 5:30 to 10 pm', 'Saturday': '11 am to 4 pm, 5:30 to 10 pm', 'Sunday': '11 am to 4 pm, 5:30 to 10 pm', 'Monday': '11 am to 3 pm, 5:30 to 10 pm', 'Tuesday': '11 am to 3 pm, 5:30 to 10 pm', 'Wednesday': '11 am to 3 pm, 5:30 to 10 pm', 'Thursday': '11 am to 3 pm, 5:30 to 10 pm'}",2,No
4.1,Double Good Restaurant,"1-2-17, Summerskye Square, Jalan Sungai Tiram 8, 11900 Bayan Lepas, Penang",Chinese ,04-609 4188,"{'Friday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Saturday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Sunday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Monday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Tuesday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Wednesday': '11 am to 2:30 pm, 5:30 to 10 pm', 'Thursday': '11 am to 2:30 pm, 5:30 to 10 pm'}",2,No
4.3,Dragon Noodle All Season Place,"6G-1-9 All Season Place, Thean Tek Hwy, Farlim, 11500 Air Itam, Penang",Chinese ,04-297 0017,"{'Friday': '11 am to 10 pm', 'Saturday': '11 am to 10 pm', 'Sunday': '11 am to 10 pm', 'Monday': '11 am to 10 pm', 'Tuesday': '11 am to 10 pm', 'Wednesday': '11 am to 10 pm', 'Thursday': '11 am to 10 pm'}",2,No
4.1,Gia Xiang Steamboat Restaurant- Falim,"6G-1-3A & 6G-2-3A, LEVEL 1&2, ALL SEASON PLACE, Thean Tek Hwy, Farlim, 11500, Penang",Chinese ,04-299 4988,"{'Friday': '11 am to 3 pm, 5 to 10:30 pm', 'Saturday': '11 am to 3 pm, 5 to 10:30 pm', 'Sunday': '11 am to 3 pm, 5 to 10:30 pm', 'Monday': '11 am to 3 pm, 5 to 10:30 pm', 'Tuesday': '11 am to 3 pm, 5 to 10:30 pm', 'Wednesday': '11 am to 3 pm, 5 to 10:30 pm', 'Thursday': '11 am to 3 pm, 5 to 10:30 pm'}",2,No
4.1,Shang Ping Restaurant,"4, Taman Hijau 3, Taman Green Lane, 11600 George Town, Pulau Pinang",Chinese ,016-427 9138,"{'Friday': '5 to 10 pm', 'Saturday': '5 to 10 pm', 'Sunday': '5 to 10 pm', 'Monday': '5 to 10 pm', 'Tuesday': 'Closed', 'Wednesday': '5 to 10 pm', 'Thursday': '5 to 10 pm'}",2,No
4.4,Tong Seng Roasted House,"14, Jalan Mas, Taman Guan Joo Seng, 11600 Jelutong, Pulau Pinang",Chinese ,014-666 6313,"{'Friday': '8:30 am to 4 pm', 'Saturday': '8:30 am to 4 pm', 'Sunday': '8:30 am to 4 pm', 'Monday': '8:30 am to 4 pm', 'Tuesday': '8:30 am to 4 pm', 'Wednesday': '8:30 am to 4 pm', 'Thursday': 'Closed'}",1,No
3.5,I Mum Mum Restaurant,"29-1-1, Golden Triangle, Jln Paya Terubung, Sungai Ara, 11900 Bayan Lepas, Penang",Chinese ,018-270 0573,"{'Friday': '10 am to 10 pm', 'Saturday': '10 am to 10 pm', 'Sunday': '10 am to 10 pm', 'Monday': '10 am to 10 pm', 'Tuesday': '10 am to 10 pm', 'Wednesday': '10 am to 10 pm', 'Thursday': '10 am to 10 pm'}",1,No
4.1,Lye Lee Restaurant,"1-1-10, Tingkat Mahsuri, Bayan Baru, 11950 Bayan Lepas, Penang",Chinese ,012-439 7355,"{'Friday': '11 am to 3 pm, 5 to 8:30 pm', 'Saturday': '11 am to 3 pm, 5 to 8:30 pm', 'Sunday': '11 am to 3 pm, 5 to 8:30 pm', 'Monday': '11 am to 3 pm, 5 to 8 pm', 'Tuesday': '11 am to 3 pm, 5 to 8:30 pm', 'Wednesday': '11 am to 3 pm, 5 to 8:30 pm', 'Thursday': '11 am to 3 pm, 5 to 8:30 pm'}",1,No
4.4, Che Kee Restaurant @ Bayan Lepas Branch,"No. 70-1-6, Jalan Mahsuri, 11900 Bayan Baru, Penang Bayan Lepas, 11900 penang, Pulau Pinang",Chinese ,04-611 5032,"{'Friday': '8 am to 10 pm', 'Saturday': '8 am to 10 pm', 'Sunday': '8 am to 10 pm', 'Monday': '8 am to 10 pm', 'Tuesday': '8 am to 10 pm', 'Wednesday': '8 am to 10 pm', 'Thursday': '8 am to 10 pm'}",2,No
4.2,Lam Huat Chicken Rice,"1, Lintang Batu Maung, Taman Seri Indah, 11960 Bayan Lepas, Pulau Pinang",Chinese ,012-425 9815,"{'Friday': '9 am to 3 pm', 'Saturday': '7 am to 3 pm', 'Sunday': '7 am to 3 pm', 'Monday': '9 am to 3 pm', 'Tuesday': '9 am to 3 pm', 'Wednesday': '9 am to 3 pm', 'Thursday': '9 am to 3 pm'}",1,No
4,Cheng Sim Vegetarian Restaurant,"No. 69E, Jln Trengganu, 10460 George Town, Pulau Pinang",Chinese ,04-283 2615,"{'Friday': '7:30 am to 8 pm', 'Saturday': '7:30 am to 8 pm', 'Sunday': '7:30 am to 8 pm', 'Monday': '7:30 am to 8 pm', 'Tuesday': '7:30 am to 3 pm', 'Wednesday': '7:30 am to 8 pm', 'Thursday': '7:30 am to 8 pm'}",1,No
4.4,Zen Xin Vegetarian Restaurant,"42, Jalan Nagor, 10050 George Town, Pulau Pinang",Chinese ,04-228 6828,"{'Friday': '11 am to 2 pm, 5:15 to 9 pm', 'Saturday': '11 am to 2 pm, 5:15 to 9 pm', 'Sunday': '11 am to 2 pm, 5:15 to 9 pm', 'Monday': 'Closed', 'Tuesday': '11 am to 2 pm, 5:15 to 9 pm', 'Wednesday': '11 am to 2 pm, 5:15 to 9 pm', 'Thursday': '11 am to 2 pm, 5:15 to 9 pm'}",2,No
4.2,Bei Tou You Yu @ Karpal Singh Drive,"22, Persiaran Karpal Singh 2, 11600 Jelutong, Pulau Pinang",Chinese ,04-280 5253,"{'Friday': '11:30 am to 4 pm, 5 to 9:15 pm', 'Saturday': '11:30 am to 9:15 pm', 'Sunday': '11:30 am to 9:15 pm', 'Monday': '11:30 am to 4 pm, 5 to 9:15 pm', 'Tuesday': '11:30 am to 4 pm, 5 to 9:15 pm', 'Wednesday': '11:30 am to 4 pm, 5 to 9:15 pm', 'Thursday': '11:30 am to 4 pm, 5 to 9:15 pm'}",2,No
4.4,8 Morality Vegetarian Restaurant,"2, Jalan Krian, George Town, 10400 George Town, Pulau Pinang",Chinese ,010-209 1988,"{'Friday': '8 am to 8 pm', 'Saturday': '8 am to 8 pm', 'Sunday': '8 am to 8 pm', 'Monday': 'Closed', 'Tuesday': '8 am to 8 pm', 'Wednesday': '8 am to 8 pm', 'Thursday': '8 am to 8 pm'}",2,No
4.3,Pinxin Vegan Cuisine,"38, Lebuh Tye Sin, 10300 George Town, Pulau Pinang",Chinese ,04-261 0043,"{'Friday': '11 am to 8:30 pm', 'Saturday': '11 am to 8:30 pm', 'Sunday': '11 am to 8:30 pm', 'Monday': '11 am to 8:30 pm', 'Tuesday': '11 am to 8:30 pm', 'Wednesday': '11 am to 8:30 pm', 'Thursday': '11 am to 8:30 pm'}",2,Yes
4.6,Idealite @ e-Gate,"1-01-05, Ground Floor, E-Gate Lebuh Tunku Kudin 2 Gelugor Pulau Pinang MY 11700, Lebuh Tunku Kudin 2, 11700 Jelutong, Penang",Chinese ,012-406 0355,"{'Friday': '11 am to 9 pm', 'Saturday': '11 am to 9 pm', 'Sunday': '11 am to 9 pm', 'Monday': '11 am to 9 pm', 'Tuesday': '11 am to 9 pm', 'Wednesday': '11 am to 9 pm', 'Thursday': '11 am to 9 pm'}",2,Yes
3.9,Sebai Thai Food Restaurant,"1, Lintang Batu, Taman Gelugur, 11600 Jelutong, Pulau Pinang",Thai ,04-656 8891,"{'Friday': '11 am to 2 pm, 5 to 10:30 pm', 'Saturday': '11 am to 2 pm, 5 to 10:30 pm', 'Sunday': '11 am to 2 pm, 5 to 10:30 pm', 'Monday': '11 am to 2 pm, 5 to 10:30 pm', 'Tuesday': '11 am to 2 pm, 5 to 10:30 pm', 'Wednesday': '11 am to 2 pm, 5 to 10:30 pm', 'Thursday': '11 am to 2 pm, 5 to 10:30 pm'}",2,No
3.8,Thai Canteen,"NO.19, Lebuh Pekaka 1 Gelugor, 11700 Bayan Lepas, Pulau Pinang",Thai ,012-544 0822,"{'Friday': '11:30 am to 9:30 pm', 'Saturday': '11:30 am to 9:30 pm', 'Sunday': '11:30 am to 9:30 pm', 'Monday': '11:30 am to 9:30 pm', 'Tuesday': '11:30 am to 9:30 pm', 'Wednesday': '11:30 am to 9:30 pm', 'Thursday': 'Closed'}",2,No
3.5,Nasi Kandar Nasmir,"Vantage Point, 29 G, Jalan Lenggong, Symphony Park, 11600 Jelutong, Pulau Pinang",Indian Muslim ,04-283 5639,"{'Friday': '7 am to 12 am', 'Saturday': '7 am to 12 am', 'Sunday': '7 am to 12 am', 'Monday': '7 am to 12 am', 'Tuesday': '7 am to 12 am', 'Wednesday': '7 am to 12 am', 'Thursday': '7 am to 12 am'}",1,Yes
4.2,Mr. Wu Taiwan Restaurant - Arena Curve,"72-1-50, Jalan Mahsuri, Bandar Sunway Tunas, 11900 Bayan Lepas, Pulau Pinang",Chinese ,010-888 1831,"{'Friday': '11 am to 3 pm, 5 to 9 pm', 'Saturday': '11 am to 3 pm, 5 to 9 pm', 'Sunday': '11 am to 3 pm, 5 to 9 pm', 'Monday': '11 am to 3 pm, 5 to 9 pm', 'Tuesday': '11 am to 3 pm, 5 to 9 pm', 'Wednesday': '11 am to 3 pm, 5 to 9 pm', 'Thursday': '11 am to 3 pm, 5 to 9 pm'}",2,No
4.3,RUTIN (ALL SEASONS PLACE),"6H-1-2 Ground Floor, All Seasons Place, Lbh Thean Teik, Bandar Baru Air Itam, 11500 Ayer Itam, Pulau Pinang",Chinese ,04-566 6080,"{'Friday': '8:30 am to 10 pm', 'Saturday': '8:30 am to 10 pm', 'Sunday': '8:30 am to 10 pm', 'Monday': '8:30 am to 10 pm', 'Tuesday': '8:30 am to 10 pm', 'Wednesday': '8:30 am to 10 pm', 'Thursday': '8:30 am to 10 pm'}",2,No
3.7,Sri Ananda Bahwan Restaurant,"225, Jln Macalister, 10450 George Town, Pulau Pinang",Indian ,04-210 0840,"{'Friday': '7:30 am to 10:30 pm', 'Saturday': '7:30 am to 10:30 pm', 'Sunday': '7:30 am to 10:30 pm', 'Monday': '7:30 am to 10:30 pm', 'Tuesday': '7:30 am to 10:30 pm', 'Wednesday': '7:30 am to 10:30 pm', 'Thursday': '7:30 am to 10:30 pm'}",2,Yes
3.5,Nasi Kandar Makbul @ Bayan Baru,"66, Jalan Tengah, Bandar Bayan Baru, 11900 Bayan Lepas, Pulau Pinang",Indian Muslim ,012-488 6448,"{'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours'}",1,Yes
4.3,"The Seven Restaurant & Bar, non Halal","Egate, Lebuh Tunku Kudin 2, 11700 Gelugor, Pulau Pinang",Chinese ,04-604 7165,"{'Friday': '11 am to 10:30 pm', 'Saturday': '11 am to 10:30 pm', 'Sunday': '11 am to 9:30 pm', 'Monday': '11 am to 9:30 pm', 'Tuesday': '11 am to 9:30 pm', 'Wednesday': '11 am to 9:30 pm', 'Thursday': '11 am to 9:30 pm'}",2,No
4.5,Mott 9 Restaurant | Bar | Penang,"1-10, E-gate, Lebuh Tunku Kudin 2, 11700 Gelugor, Penang",Chinese ,04-604 4956,"{'Friday': '11 am to 1:30 am', 'Saturday': '11 am to 1:30 am', 'Sunday': '11 am to 1:30 am', 'Monday': '11 am to 1:30 am', 'Tuesday': '11 am to 1:30 am', 'Wednesday': '11 am to 1:30 am', 'Thursday': '11 am to 1:30 am'}",2,No
4.3,Eastern wishes,"1-1-32, ELITE AVENUE, Lintang Mayang Pasir 3, Bayan Baru, 11950 Bayan Lepas, Pulau Pinang",Thai ,04-609 4092,"{'Friday': '11 am to 2 pm, 5:30 to 9 pm', 'Saturday': '11 am to 2 pm, 5:30 to 9 pm', 'Sunday': '11 am to 2 pm, 5:30 to 9 pm', 'Monday': 'Closed', 'Tuesday': '11 am to 2 pm, 5:30 to 9 pm', 'Wednesday': '11 am to 2 pm, 5:30 to 9 pm', 'Thursday': '11 am to 2 pm, 5:30 to 9 pm'}",2,No
4.4,Pok Su Thai Tomyam,"7G Jalan Gottlieb, Jalan Bagan Jermal, 10350 George Town, Pulau Pinang",Thai ,017-497 8499,"{'Friday': '5 pm to 2:30 am', 'Saturday': '5 pm to 2:30 am', 'Sunday': '5 pm to 2:30 am', 'Monday': '5 pm to 2:30 am', 'Tuesday': '5 pm to 2:30 am', 'Wednesday': '5 pm to 2:30 am', 'Thursday': '5 pm to 2:30 am'}",1,Yes
3.3,SUPPER (Georgetown),"123, Hutton Ln, 10050 George Town, Penang",Thai ,017-902 9123,"{'Friday': '6 pm to 2 am', 'Saturday': '6 pm to 2 am', 'Sunday': '6 pm to 2 am', 'Monday': 'Closed', 'Tuesday': '6 pm to 2 am', 'Wednesday': '6 pm to 2 am', 'Thursday': '6 pm to 2 am'}",2,No
4.2,Minah Restaurant,"Jalan Sultan Azlan Shah, Taman Tun Sardon, 11700 Gelugor, Pulau Pinang",Malay ,04-658 1234,"{'Friday': '9 am to 4pm, 4pm to 10pm', 'Saturday': '9 am to 4pm, 4pm to 10pm', 'Sunday': '9 am to 4pm, 4pm to 10pm', 'Monday': 'Closed', 'Tuesday': '9 am to 4pm, 4pm to 10pm', 'Wednesday': '9 am to 4pm, 4pm to 10pm', 'Thursday': '9 am to 4pm, 4pm to 10pm'}",1,Yes
4.1,RESTORAN DEEN Jelutong,"598-D & 598-E, Jalan Jelutong, Taman Jelutong, 11600 Jelutong, Penang",Indian Muslim ,,"{'Friday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Saturday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Sunday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Monday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Tuesday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Wednesday': '6 am to 4 pm, 4:30 pm to 11:30 pm', 'Thursday': '6 am to 4 pm, 4:30 pm to 11:30 pm'}",1,Yes
4.3,D'Dapor,"147, Jalan Hutton, George Town, 10050 George Town, Pulau Pinang",Malay ,010-286 2477,"{'Friday': '12 pm to 10 pm', 'Saturday': '12 pm to 10 pm', 'Sunday': 'Closed', 'Monday': '12 pm to 10 pm', 'Tuesday': '12 pm to 10 pm', 'Wednesday': '12 pm to 10 pm', 'Thursday': '12 pm to 10 pm'}",2,Yes
4.5,Annalakshmi Penang - Temple of Fine Arts,"1, Lebuhraya Babington, 10450 George Town, Pulau Pinang",Indian ,04-226 1454,"{'Friday': '11:30 am to 2:30 pm' , 'Saturday': '9 am to 11 am, 11:30 am to 2:30 pm', 'Sunday': '9 am to 11 am, 11:30 am to 2:30 pm', 'Monday': 'Closed', 'Tuesday': '11:30 am to 2:30 pm', 'Wednesday': '11:30 am to 2:30 pm', 'Thursday': '11:30 am to 2:30 pm'}",1,No
4.9,"Rempah Ratus - Banana Leaf Cafe with South Indian Cuisine (Indian Restaurant, Banana Leaf Rice, Briyani, Claypot and Curry)","Lot 77, Jalan Nagor, Nagore Square, 10050 George Town, Pulau Pinang",Indian ,017-973 4389,"{'Friday': '11 am to 3 pm, 5 to 10 pm', 'Saturday': '11 am to 3 pm, 5 to 10 pm', 'Sunday': '11 am to 3 pm, 5 to 10 pm', 'Monday': 'Closed', 'Tuesday': '11 am to 3 pm, 5 to 10 pm', 'Wednesday': '11 am to 3 pm, 5 to 10 pm', 'Thursday': '11 am to 3 pm, 5 to 10 pm'}",2,Yes
4.3,Kapitan Tandoori House Sungai Ara,"R-01-05 Setia Triangle, Persiaran Kelicap, Sungai Ara, 11900 Bayan Lepas, Pulau Pinang",Indian ,010-268 7011,"{'Friday': '7 am to 12 am', 'Saturday': '7 am to 12 am', 'Sunday': '7 am to 12:30 am', 'Monday': '7 am to 12 am', 'Tuesday': '7 am to 12 am', 'Wednesday': '7 am to 12 am', 'Thursday': '7 am to 12 am'}",1,Yes
4.2,Passions Of Spices,"12, Jalan Irrawaddi, 10050 George Town, Pulau Pinang",Indian ,012-430 2304,"{'Friday': '7:30 am to 6pm', 'Saturday': '7:30 am to 6pm', 'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '7:30 am to 6pm', 'Wednesday': '7:30 am to 6pm', 'Thursday': '7:30 am to 6pm'}",2,No
4.1,Sushi Mentai ( Farlim ),"43A & 45A, Lintang Angsana, Farlim, 11500 Air Itam, Penang",Japanese ,,"{'Friday': '11:30 am to 9:30 pm', 'Saturday': '11:30 am to 10 pm', 'Sunday': '11:30 am to 10 pm', 'Monday': '11:30 am to 9:30 pm', 'Tuesday': '11:30 am to 9:30 pm', 'Wednesday': '11:30 am to 9:30 pm', 'Thursday': '11:30 am to 9:30 pm'}",2,Yes
4.6,Kakuriyo Ramen,"5, Lengkok Moulmein, Pulau Tikus, 10350 George Town, Pulau Pinang",Japanese ,016-322 6314,"{'Friday': '11:30 am to 2:30 pm, 5:30 pm to 9:30 pm', 'Saturday': '11:30 am to 2:30 pm, 5:30 pm to 9:30 pm', 'Sunday': '11:30 am to 2:30 pm, 5:30 pm to 9:30 pm', 'Monday': '11:30 am to 2:30 pm, 5:30 pm to 9:30 pm', 'Tuesday': 'Closed', 'Wednesday': '11:30 am to 2:30 pm, 5:30 pm to 9:30 pm, 'Thursday': 11:30 am to 2:30 pm, 5:30 pm to 9:30 pm'}",2,No
